{'ip': '1.202.104.118', 'other': 'NOERROR', 'type': '3'}
{'ip': '180.149.136.172', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.156.145', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.139.121', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.118', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.139.130', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.102', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.164', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.104', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.101', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.128', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.162', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.142', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.127', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.139.109', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.249', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.136.135', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.155.56', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.183', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.134', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.129', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.131', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.161', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.199', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.138', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.100', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.109', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.139.172', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.125', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.178', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.156', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.39', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.120', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.134.91', 'other': 'NOERROR', 'type': '4'}
{'ip': '180.149.153.111', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.158.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.136.127', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.137', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.152', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.34', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.144.118', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.179', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.133', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.158.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.139.134', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.110', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.137', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.35', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.173', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.141', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.174', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.121', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.40', 'other': 'NXDOMAIN', 'type': '3'}
